id,title_2,description_2,id_description
100011,Visita al yacimiento arqueológico de Pachacamac,"Explora uno de los sitios arqueológicos más importantes de la costa peruana, Pachacamac, que data de más de mil años. Comienza en su museo, donde descubrirás una rica colección de artefactos, como cerámicas, textiles y figuras de madera, que narran la historia de las antiguas civilizaciones que habitaron esta región. Luego, recorre las ruinas, donde podrás admirar estructuras de adobe y piedra, incluidos el Templo del Sol y el Templo de Pachacamac, dedicados a los dioses preincaicos e incas. Esta experiencia te permitirá sumergirte en la historia y el legado cultural de Perú.","100011 Explora uno de los sitios arqueológicos más importantes de la costa peruana, Pachacamac, que data de más de mil años. Comienza en su museo, donde descubrirás una rica colección de artefactos, como cerámicas, textiles y figuras de madera, que narran la historia de las antiguas civilizaciones que habitaron esta región. Luego, recorre las ruinas, donde podrás admirar estructuras de adobe y piedra, incluidos el Templo del Sol y el Templo de Pachacamac, dedicados a los dioses preincaicos e incas. Esta experiencia te permitirá sumergirte en la historia y el legado cultural de Perú."
100012,Clase de surf para todos los niveles,Aprende a surfear en las costas de Lima con clases adaptadas a principiantes y avanzados. Mejora tu técnica y disfruta de la experiencia guiada por instructores profesionales en un ambiente seguro.,100012 Aprende a surfear en las costas de Lima con clases adaptadas a principiantes y avanzados. Mejora tu técnica y disfruta de la experiencia guiada por instructores profesionales en un ambiente seguro.
100013,Recorrido en Bicicleta por la Ciudad,"Explora Lima de una manera única y activa, pedaleando por sus históricos distritos. Inicia en Miraflores, pasando por la Huaca Pucllana, uno de los yacimientos arqueológicos más antiguos. Continúa tu ruta hacia el Parque El Olivar en San Isidro, un pulmón verde lleno de historia y biodiversidad. Recorrerás varias zonas emblemáticas, disfrutando de un pequeño refrigerio durante el camino. A continuación, pedalea por el malecón de Miraflores y Barranco, donde descubrirás la parte bohemia de Lima, con su arte urbano y calles pintorescas. Al final, regresarás al punto de inicio, habiendo vivido una experiencia vibrante por la ciudad.","100013 Explora Lima de una manera única y activa, pedaleando por sus históricos distritos. Inicia en Miraflores, pasando por la Huaca Pucllana, uno de los yacimientos arqueológicos más antiguos. Continúa tu ruta hacia el Parque El Olivar en San Isidro, un pulmón verde lleno de historia y biodiversidad. Recorrerás varias zonas emblemáticas, disfrutando de un pequeño refrigerio durante el camino. A continuación, pedalea por el malecón de Miraflores y Barranco, donde descubrirás la parte bohemia de Lima, con su arte urbano y calles pintorescas. Al final, regresarás al punto de inicio, habiendo vivido una experiencia vibrante por la ciudad."
100014,callao nadar con leones marinos tour en barco por las islas palomino,"Disfruta de una excursión en barco hacia las Islas Palomino, donde podrás nadar junto a leones marinos en su hábitat natural. Navegarás por el mar abierto, explorando las islas cercanas y observando la fauna marina. Durante el recorrido, tendrás la oportunidad de disfrutar de vistas panorámicas de la costa y el mar, además de un tiempo para disfrutar del paisaje natural de la región.","100014 Disfruta de una excursión en barco hacia las Islas Palomino, donde podrás nadar junto a leones marinos en su hábitat natural. Navegarás por el mar abierto, explorando las islas cercanas y observando la fauna marina. Durante el recorrido, tendrás la oportunidad de disfrutar de vistas panorámicas de la costa y el mar, además de un tiempo para disfrutar del paisaje natural de la región."
100015,Recorrido por Lima con Visita a las Catacumbas de San Francisco,"Un recorrido guiado por los distritos más representativos de Lima, incluyendo Miraflores y San Isidro. Visita el Parque del Amor, la Huaca Pucllana, el Bosque de Olivos y el centro financiero de la ciudad. En el centro histórico, declarado Patrimonio de la Humanidad, se exploran monumentos coloniales como la Plaza San Martín y la Plaza de Armas, además de la Catedral y el Palacio de Gobierno. El tour incluye una visita al Convento de San Francisco y sus catacumbas, una de las criptas subterráneas más importantes de Lima.","100015 Un recorrido guiado por los distritos más representativos de Lima, incluyendo Miraflores y San Isidro. Visita el Parque del Amor, la Huaca Pucllana, el Bosque de Olivos y el centro financiero de la ciudad. En el centro histórico, declarado Patrimonio de la Humanidad, se exploran monumentos coloniales como la Plaza San Martín y la Plaza de Armas, además de la Catedral y el Palacio de Gobierno. El tour incluye una visita al Convento de San Francisco y sus catacumbas, una de las criptas subterráneas más importantes de Lima."
100016,"Clase de Cocina Peruana en Miraflores: Ceviche, Pisco Sour y Mariscos","Una experiencia gastronómica en un local exclusivo en Miraflores donde aprenderás a cocinar platos emblemáticos de la cocina peruana. Comienza con un tartar de atún, seguido de la preparación del famoso ceviche peruano con la receta secreta, y finaliza aprendiendo a hacer el cóctel clásico: el pisco sour. Durante la actividad, descubrirás la historia del pisco y probarás diversas frutas exóticas mientras cocinas.","100016 Una experiencia gastronómica en un local exclusivo en Miraflores donde aprenderás a cocinar platos emblemáticos de la cocina peruana. Comienza con un tartar de atún, seguido de la preparación del famoso ceviche peruano con la receta secreta, y finaliza aprendiendo a hacer el cóctel clásico: el pisco sour. Durante la actividad, descubrirás la historia del pisco y probarás diversas frutas exóticas mientras cocinas."
100017,Circuito Mágico del Agua y Tour Nocturno en el Centro Histórico,"Sumérgete en la historia y la magia de Lima durante este tour nocturno. Comienza explorando el Convento de San Francisco y sus famosas catacumbas. Adéntrate en un mundo subterráneo lleno de historia, arte en madera y piedra, y antiguos pasillos y túneles donde se encuentran los restos de personas de siglos pasados. Luego, recorre las históricas calles de Lima, comenzando por la iluminada Catedral de Lima, una joya arquitectónica renacentista. Pasea por la Plaza Mayor, admirando edificios emblemáticos como el Palacio de Gobierno y el Palacio Municipal. Vive la atmósfera nocturna en el bulevar de Chabuca Granda, mientras disfrutas de postres y bebidas tradicionales como picarones, churros, y chicha morada. Finalmente, termina la noche en el Circuito Mágico del Agua, el complejo de fuentes más grande del mundo, reconocido por el récord Guinness. Disfruta de un impresionante espectáculo de luces, música, colores y chorros de agua que alcanzan hasta 80 metros de altura. ¡Un cierre espectacular para una noche llena de historia y magia!","100017 Sumérgete en la historia y la magia de Lima durante este tour nocturno. Comienza explorando el Convento de San Francisco y sus famosas catacumbas. Adéntrate en un mundo subterráneo lleno de historia, arte en madera y piedra, y antiguos pasillos y túneles donde se encuentran los restos de personas de siglos pasados. Luego, recorre las históricas calles de Lima, comenzando por la iluminada Catedral de Lima, una joya arquitectónica renacentista. Pasea por la Plaza Mayor, admirando edificios emblemáticos como el Palacio de Gobierno y el Palacio Municipal. Vive la atmósfera nocturna en el bulevar de Chabuca Granda, mientras disfrutas de postres y bebidas tradicionales como picarones, churros, y chicha morada. Finalmente, termina la noche en el Circuito Mágico del Agua, el complejo de fuentes más grande del mundo, reconocido por el récord Guinness. Disfruta de un impresionante espectáculo de luces, música, colores y chorros de agua que alcanzan hasta 80 metros de altura. ¡Un cierre espectacular para una noche llena de historia y magia!"
100018,Visita al Complejo Arqueológico Inca de Pachacamac,"Viaja hacia el sureste de Lima para explorar el impresionante complejo arqueológico de Pachacamac, un importante sitio religioso y ceremonial dedicado al dios creador Pachacamac. Descubre la historia y las tradiciones del imperio inca en su museo, que alberga una fascinante colección de artefactos descubiertos en las excavaciones. Pasea por las antiguas ruinas y disfruta de las impresionantes vistas del océano Pacífico desde la majestuosa pirámide del Templo del Sol. Aprovecha la oportunidad para conocer más sobre la cultura inca mientras exploras este lugar sagrado, lleno de misterio y belleza. Al finalizar el recorrido, disfruta de un delicioso tradicional alfajor, típico de la región, antes de regresar a Lima con recuerdos inolvidables de una de las maravillas arqueológicas más importantes del Perú.","100018 Viaja hacia el sureste de Lima para explorar el impresionante complejo arqueológico de Pachacamac, un importante sitio religioso y ceremonial dedicado al dios creador Pachacamac. Descubre la historia y las tradiciones del imperio inca en su museo, que alberga una fascinante colección de artefactos descubiertos en las excavaciones. Pasea por las antiguas ruinas y disfruta de las impresionantes vistas del océano Pacífico desde la majestuosa pirámide del Templo del Sol. Aprovecha la oportunidad para conocer más sobre la cultura inca mientras exploras este lugar sagrado, lleno de misterio y belleza. Al finalizar el recorrido, disfruta de un delicioso tradicional alfajor, típico de la región, antes de regresar a Lima con recuerdos inolvidables de una de las maravillas arqueológicas más importantes del Perú."
100019,Tour en Bicicleta por la Costa Verde y la Estatua de Jesús en Chorrillos,"Comienza tu aventura con un encuentro en Miraflores, cerca del Parque Francisco de Miranda, donde tu guía te dará un breve resumen del recorrido. Súbete a la bicicleta y pedalea por los acantilados de Miraflores, disfrutando del aire fresco del mar y del sol. Recorre la costa hasta llegar al Centro Comercial Larcomar y continúa tu camino hacia el barrio bohemio de Barranco. Pedalea por sus encantadoras calles, descubre arte urbano y murales que adornan el vecindario, y si lo deseas, haz una parada en el famoso Puente de los Suspiros. Tu recorrido continúa hacia Chorrillos, donde subirás al Cerro del Morro. Desde la cima, podrás admirar la estatua de Jesús, la más alta del mundo, que ilumina la bahía de Lima cada noche. Al regresar a Barranco, haz una pausa en una cafetería local para relajarte con un helado, café, cerveza artesanal o batido, mientras reflexionas sobre la belleza del recorrido y la vibrante ciudad de Lima","100019 Comienza tu aventura con un encuentro en Miraflores, cerca del Parque Francisco de Miranda, donde tu guía te dará un breve resumen del recorrido. Súbete a la bicicleta y pedalea por los acantilados de Miraflores, disfrutando del aire fresco del mar y del sol. Recorre la costa hasta llegar al Centro Comercial Larcomar y continúa tu camino hacia el barrio bohemio de Barranco. Pedalea por sus encantadoras calles, descubre arte urbano y murales que adornan el vecindario, y si lo deseas, haz una parada en el famoso Puente de los Suspiros. Tu recorrido continúa hacia Chorrillos, donde subirás al Cerro del Morro. Desde la cima, podrás admirar la estatua de Jesús, la más alta del mundo, que ilumina la bahía de Lima cada noche. Al regresar a Barranco, haz una pausa en una cafetería local para relajarte con un helado, café, cerveza artesanal o batido, mientras reflexionas sobre la belleza del recorrido y la vibrante ciudad de Lima"
100020,.La Casa de Aliaga: Un Tesoro Colonial en el Centro de Lima,"Descubre la historia perdurable de la Casa de Aliaga, una de las joyas más valiosas de Lima, que ha permanecido intacta desde la fundación de la ciudad. Su arquitectura, arte y estilo hacen de este recorrido una experiencia única, perfecta para quienes buscan un rincón especial de alto valor histórico. A través de sus materiales de construcción, sus pinturas y bien mantenidos muros, la Casa de Aliaga narra la herencia cultural y el impacto de esta familia en la formación de las bases sociales de Perú. Una visita imprescindible para quienes deseen explorar un tesoro histórico en el corazón de Lima.","100020 Descubre la historia perdurable de la Casa de Aliaga, una de las joyas más valiosas de Lima, que ha permanecido intacta desde la fundación de la ciudad. Su arquitectura, arte y estilo hacen de este recorrido una experiencia única, perfecta para quienes buscan un rincón especial de alto valor histórico. A través de sus materiales de construcción, sus pinturas y bien mantenidos muros, la Casa de Aliaga narra la herencia cultural y el impacto de esta familia en la formación de las bases sociales de Perú. Una visita imprescindible para quienes deseen explorar un tesoro histórico en el corazón de Lima."
100021, Taller Interactivo de Chocolate en Lima.,"Sumérgete en el fascinante mundo del cacao y aprende el arte ancestral de la elaboración del chocolate en un taller práctico. Desde la selección y tostado de las habas hasta la creación de tus propios bombones y chocolates calientes, esta experiencia te permitirá descubrir los secretos detrás de uno de los chocolates más reconocidos a nivel mundial. Conoce la historia del cacao y disfruta de un momento dulce creando delicias únicas con tus propias manos..","100021 Sumérgete en el fascinante mundo del cacao y aprende el arte ancestral de la elaboración del chocolate en un taller práctico. Desde la selección y tostado de las habas hasta la creación de tus propios bombones y chocolates calientes, esta experiencia te permitirá descubrir los secretos detrás de uno de los chocolates más reconocidos a nivel mundial. Conoce la historia del cacao y disfruta de un momento dulce creando delicias únicas con tus propias manos.."
100022,.Recorrido Colorido por Barranco y Arte Urbano,"Sumérgete en el vibrante espíritu bohemio de Barranco, el distrito más artístico y colorido de Lima. En un recorrido a pie, explorarás sus calles llenas de historia, arte urbano y murales que cuentan historias fascinantes. Disfruta de un paseo por sus famosas calles, como la Bajada de Baños, rodeado de plantas, árboles y una arquitectura única. Conoce el significado profundo de los murales mientras te adentras en la cultura local. Al final, relájate admirando la costa o bajando a la playa, disfrutando del aire fresco y la belleza de este icónico distrito..","100022 Sumérgete en el vibrante espíritu bohemio de Barranco, el distrito más artístico y colorido de Lima. En un recorrido a pie, explorarás sus calles llenas de historia, arte urbano y murales que cuentan historias fascinantes. Disfruta de un paseo por sus famosas calles, como la Bajada de Baños, rodeado de plantas, árboles y una arquitectura única. Conoce el significado profundo de los murales mientras te adentras en la cultura local. Al final, relájate admirando la costa o bajando a la playa, disfrutando del aire fresco y la belleza de este icónico distrito.."
100023,. Tour en Bicicleta con Degustación de Sabores Peruanos,"Recorre las coloridas calles de Lima en bicicleta mientras disfrutas de sus sabores más representativos. Desde el delicioso café de Terrua hasta la refrescante chicha morada, este recorrido gastronómico y cultural te llevará por los emblemáticos puntos de la ciudad. Pedalea por el Malecón de Miraflores, explora Barranco y sus murales de arte urbano, y degusta platos icónicos como la butifarra y el ceviche en el camino. Un viaje único para los amantes de la cultura, el arte y la gastronomía peruana.","100023 Recorre las coloridas calles de Lima en bicicleta mientras disfrutas de sus sabores más representativos. Desde el delicioso café de Terrua hasta la refrescante chicha morada, este recorrido gastronómico y cultural te llevará por los emblemáticos puntos de la ciudad. Pedalea por el Malecón de Miraflores, explora Barranco y sus murales de arte urbano, y degusta platos icónicos como la butifarra y el ceviche en el camino. Un viaje único para los amantes de la cultura, el arte y la gastronomía peruana."
100024," Aventura Extrema en Lunahuaná: Rafting, Cuatrimoto y Canopy.","Vive un día lleno de adrenalina y cultura en Lunahuaná. Desde un recorrido en cuatrimoto por el pintoresco Cerro Azul, hasta emocionantes actividades como rafting en el río Cañete y canopy entre impresionantes paisajes. Disfruta de la serenidad del puente Catapalla, aprende sobre apicultura con mieles artesanales y degusta vinos en una bodega vitivinícola local. Concluye tu jornada con un city tour por las encantadoras calles de Lunahuaná, donde historia y aventura se fusionan. ¡Una experiencia única que no querrás perderte!","100024 Vive un día lleno de adrenalina y cultura en Lunahuaná. Desde un recorrido en cuatrimoto por el pintoresco Cerro Azul, hasta emocionantes actividades como rafting en el río Cañete y canopy entre impresionantes paisajes. Disfruta de la serenidad del puente Catapalla, aprende sobre apicultura con mieles artesanales y degusta vinos en una bodega vitivinícola local. Concluye tu jornada con un city tour por las encantadoras calles de Lunahuaná, donde historia y aventura se fusionan. ¡Una experiencia única que no querrás perderte!"
100025,Relajación y Salud en los Baños Termales de Churín,"Escápate al corazón de los Andes y disfruta de la tranquilidad de las aguas termales de Churín, un destino reconocido por sus propiedades curativas. En este recorrido, podrás sumergirte en las piscinas naturales de agua caliente mientras te rodeas de hermosos paisajes montañosos. Explora el histórico pueblo de Sayán, con su encantadora plaza y dulces tradicionales, antes de relajarte en los complejos termales de Mamahuarmi y los baños del Tingo, donde las aguas ricas en minerales te ofrecerán una experiencia de bienestar y rejuvenecimiento. Un día perfecto para descansar y revitalizarte en la naturaleza..","100025 Escápate al corazón de los Andes y disfruta de la tranquilidad de las aguas termales de Churín, un destino reconocido por sus propiedades curativas. En este recorrido, podrás sumergirte en las piscinas naturales de agua caliente mientras te rodeas de hermosos paisajes montañosos. Explora el histórico pueblo de Sayán, con su encantadora plaza y dulces tradicionales, antes de relajarte en los complejos termales de Mamahuarmi y los baños del Tingo, donde las aguas ricas en minerales te ofrecerán una experiencia de bienestar y rejuvenecimiento. Un día perfecto para descansar y revitalizarte en la naturaleza.."
100026,Visita al Museo Larco: Viaje a la Historia Precolombina de Perú,"Sumérgete en la rica herencia cultural de Perú con una visita al Museo Larco, un tesoro de arte precolombino ubicado en una majestuosa mansión virreinal del siglo XVIII. Explora su vasta colección, que abarca desde la cerámica moche hasta exquisitos artefactos de oro y plata, cada uno narrando historias de antiguas civilizaciones peruanas. El museo también alberga una fascinante colección de arte erótico, que revela el simbolismo de la sexualidad en las culturas prehispánicas. Disfruta de la serenidad de sus hermosos jardines y aprovecha la oportunidad para participar en sus talleres y eventos, sumergiéndote aún más en el fascinante patrimonio peruano..","100026 Sumérgete en la rica herencia cultural de Perú con una visita al Museo Larco, un tesoro de arte precolombino ubicado en una majestuosa mansión virreinal del siglo XVIII. Explora su vasta colección, que abarca desde la cerámica moche hasta exquisitos artefactos de oro y plata, cada uno narrando historias de antiguas civilizaciones peruanas. El museo también alberga una fascinante colección de arte erótico, que revela el simbolismo de la sexualidad en las culturas prehispánicas. Disfruta de la serenidad de sus hermosos jardines y aprovecha la oportunidad para participar en sus talleres y eventos, sumergiéndote aún más en el fascinante patrimonio peruano.."
100027,Sandboarding en las Dunas de Lima: Aventura y Belleza Natural,"Siente la adrenalina del sandboarding deslizándote por las dunas doradas de Lima, rodeado de un paisaje desértico impresionante. Ya seas un principiante o un experto, esta actividad te conecta con la emoción del deporte mientras te maravillas con las vistas panorámicas del océano y la vasta extensión del desierto. La combinación de velocidad, desafío y belleza natural crea una experiencia inolvidable, perfecta para quienes buscan una aventura única y llena de emoción en un entorno espectacular..","100027 Siente la adrenalina del sandboarding deslizándote por las dunas doradas de Lima, rodeado de un paisaje desértico impresionante. Ya seas un principiante o un experto, esta actividad te conecta con la emoción del deporte mientras te maravillas con las vistas panorámicas del océano y la vasta extensión del desierto. La combinación de velocidad, desafío y belleza natural crea una experiencia inolvidable, perfecta para quienes buscan una aventura única y llena de emoción en un entorno espectacular.."
100028,Tour Gastronómico y Cultural por los Mercados Locales de Lima,"Embárcate en un recorrido único por los mercados locales de Lima, donde descubrirás la esencia de la gastronomía peruana a través de sus sabores más auténticos. Desde la vibrante oferta de frutas exóticas en el mercado de Surquillo hasta la experiencia del ceviche, la causa y los platos típicos de la selva como el juane y el chaufa de cecina en el mercado de Surco. Este tour no solo es una fiesta para los sentidos, sino también una inmersión cultural en la tradición de los mercados que han sido el alma de la ciudad durante siglos..","100028 Embárcate en un recorrido único por los mercados locales de Lima, donde descubrirás la esencia de la gastronomía peruana a través de sus sabores más auténticos. Desde la vibrante oferta de frutas exóticas en el mercado de Surquillo hasta la experiencia del ceviche, la causa y los platos típicos de la selva como el juane y el chaufa de cecina en el mercado de Surco. Este tour no solo es una fiesta para los sentidos, sino también una inmersión cultural en la tradición de los mercados que han sido el alma de la ciudad durante siglos.."
100029,Fiesta Nocturna en Lima: Recorrido por Barranco y Miraflores,"Vive la emoción de la vida nocturna de Lima mientras te sumerges en las vibrantes energías de Barranco y Miraflores. Desde los bares con ambiente bohemio en Barranco hasta las vistas espectaculares al mar en Miraflores, cada lugar ofrece una experiencia única llena de diversión, risas y nuevas conexiones. Disfruta de una noche llena de música, buenos momentos y la oportunidad de conocer gente de todo el mundo. Deja que la magia de Lima ilumine tu noche mientras exploras su inconfundible escena nocturna..","100029 Vive la emoción de la vida nocturna de Lima mientras te sumerges en las vibrantes energías de Barranco y Miraflores. Desde los bares con ambiente bohemio en Barranco hasta las vistas espectaculares al mar en Miraflores, cada lugar ofrece una experiencia única llena de diversión, risas y nuevas conexiones. Disfruta de una noche llena de música, buenos momentos y la oportunidad de conocer gente de todo el mundo. Deja que la magia de Lima ilumine tu noche mientras exploras su inconfundible escena nocturna.."
100030,Exploración del Yacimiento Arqueológico de Pachacámac,"Sumérgete en la historia antigua de Perú visitando el yacimiento arqueológico de Pachacámac, un importante centro religioso de la época preincaica. Camina entre majestuosas pirámides y templos dedicados al sol, y maravíllate con la arquitectura precisa de sus estructuras. Mientras recorres este sitio ancestral, aprenderás sobre las costumbres y creencias de las civilizaciones que habitaron la costa peruana..","100030 Sumérgete en la historia antigua de Perú visitando el yacimiento arqueológico de Pachacámac, un importante centro religioso de la época preincaica. Camina entre majestuosas pirámides y templos dedicados al sol, y maravíllate con la arquitectura precisa de sus estructuras. Mientras recorres este sitio ancestral, aprenderás sobre las costumbres y creencias de las civilizaciones que habitaron la costa peruana.."
